symbol,strategy,score,reasons,time,interval,entry_price,SL,TP,result,cross_line_time,PnL_%,open,high,low,close,volume,rsi,macd,macd_signal,macd_diff,adx,ema_short,ema_long,bb_width,volatility,atr,cci,parabolic_sar,vwap,wma,trix,bb_upper,bb_middle,bb_lower
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-03-25 18:00:00,4h,70960.89,69125.7055867347,74631.25882653061,SL Hit,2024-03-25 14:00:00,-2.59,69792.06,71000.0,69440.18,70960.89,12949.80008,89.38419868660115,929.2623707033928,285.54070213504144,643.7216685683512,20.32971793071237,68177.1794348881,66329.8129149057,6836.280487993492,1983.779195921201,1444.672587979063,194.4996844514469,63864.92894296943,53848.56161872247,67237.56761904762,0.0575512870318936,71764.99624399675,68346.856,64928.71575600326
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-04-08 07:00:00,4h,70698.63,69487.33484693879,73121.22030612244,SL Hit,2024-04-09 14:35:00,-1.71,69458.95,70850.0,69280.0,70698.63,5743.89017,82.14453653612287,623.4504728739703,422.3798477762698,201.07062509770049,32.45556982254555,69577.53766192698,68584.59426412688,2239.3634978098853,609.6431175041959,1004.0414953553376,258.379678153854,67475.39446663223,55287.19030550484,69324.83066666666,0.0923491623404536,70745.62574890493,69625.94399999999,68506.26225109505
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-04-08 11:00:00,4h,72404.0,71051.7255867347,75108.5488265306,SL Hit,2024-04-08 07:00:00,-1.87,70698.64,72650.0,70642.0,72404.0,17583.55254,89.85095708101575,834.1903197895153,504.741942178919,329.4483776105964,35.174227514442364,70284.15324644523,68878.39470534789,4945.051412970817,1045.4723575177231,1075.7528171156705,241.674308576335,67812.855019969,55349.81674894097,69788.53590476191,0.1093743663642575,72670.52170648541,70197.996,67725.47029351459
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-04-19 07:00:00,4h,64547.18,61727.756275510204,70186.02744897958,Still Open,,,61785.14,65179.0,61739.68,64547.18,16300.5042,64.53141633046953,-505.7867962169039,-871.4983001663015,365.7115039493976,41.02531163644692,63065.91458269773,63349.76445444429,3548.3127068951,1215.1823117113515,1918.1872280787245,107.35145251111022,59600.01,56415.793202649926,62673.17380952381,-0.2065776880023013,65129.784353447554,63355.628,61581.47164655245
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-04-22 03:00:00,4h,65703.5,64297.34596938775,68515.8080612245,SL Hit,2024-04-24 18:50:00,-2.14,64941.15,66090.69,64500.0,65703.5,7919.96299,70.67697342575528,400.496453045831,276.5301346873019,123.96631835852912,21.305480402943683,65066.36444894382,64439.4165849471,1524.314554643708,309.56466661015384,1227.7188120131436,151.64268525595114,62843.06968461585,56544.54703479505,64955.65190476191,0.0730857887895882,65854.22727732184,65092.06999999999,64329.912722678135
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-05-15 15:00:00,4h,64725.11,63269.03221938775,67637.2655612245,Still Open,,,62467.18,65057.26,62402.03,64725.11,18482.64633,87.70145579297836,288.8798097102408,108.05785332301082,180.82195638723,16.900915383160942,62756.844550470894,62188.00136934272,4441.374381552756,922.8404480169764,920.0764099822778,255.46841316443025,61142.77,57215.1325685659,62454.52123809524,0.0262173701924575,64803.64919077638,62582.962,60362.27480922362
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-05-15 19:00:00,4h,66006.23,64552.799107142855,68913.09178571428,SL Hit,2024-05-15 15:00:00,-2.2,64725.12,66419.15,64720.0,66006.23,9790.73766,91.4351351348276,549.7867396847578,196.40363059536023,353.3831090893975,19.77912507266556,63569.19091285317,62481.71126400867,6437.230897488291,1505.333376994249,975.7245235549718,202.60186416979676,61221.0598,57229.00921019025,62927.02685714285,0.0445429474159692,66687.32544874414,63468.71,60250.094551255854
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-05-17 15:00:00,4h,67195.1,65606.7206122449,70371.8587755102,TP Hit,2024-05-20 20:00:00,4.73,66217.99,67451.2,65828.03,67195.1,7892.28774,77.35394678677544,1121.7846854899472,986.8801705253928,134.90451496455444,31.88289641914076,66153.60980382423,64589.869720627314,2716.588560051845,609.7076579797913,951.1294131736048,141.43056968921118,64663.60815905546,57307.17200170839,66021.37771428571,0.2322338376653701,67482.25028002592,66123.956,64765.66171997408
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-05-20 19:00:00,4h,69999.99,68862.99696428572,72273.97607142858,SL Hit,2024-05-20 19:00:00,-1.62,67420.0,70000.0,67374.42,69999.99,16377.91082,88.25075226759475,745.7585387325234,677.3683786222537,68.39016011026979,36.70138513874292,67705.05035188857,66640.24223882165,4935.913978472243,1089.6851075728755,859.2845345426213,248.00616092211243,65889.845,57425.80284367487,67293.9400952381,0.1545246773834394,70050.86498923613,67582.90800000001,65114.951010763885
BTCUSDT,strategy_breakout,2,פריצה כלפי מעלה; ווליום תומך בפריצה,2024-05-20 23:00:00,4h,71446.62,70105.80489795918,74128.25020408163,SL Hit,2024-05-20 19:00:00,-1.88,70000.0,71515.56,68905.67,71446.62,17372.03157,91.74993137079268,1018.6891543589736,745.6325337695977,273.05662058937594,39.03700780848581,68640.44276391642,67009.96360506614,7411.264064381889,1738.3892461086457,984.3277820752912,195.834819945062,66054.2512,57464.17193822895,67871.6938095238,0.1651692746763242,72242.82003219094,68537.188,64831.55596780905
